PDL;Energie;Fournisseur;N° de facture;Date de facture;Date de début;Date de fin;Etat de la facture;Total consommation;Total énergie facturée €;Total TURPE €;Total Taxes €;Total HTVA €;TVA - Taux réduit €;TVA - Taux normal €;TVA €;Total TTC €;Prix moyen kWh c€/kWh;CSPE €;Taux CSPE c€/kWh;CTA €;TCCFE €;Taux TCCFE c€/kWh;TDCFE €;Taux TDCFE c€/kWh;Consommation Base;Consommation HP;Consommation HC;Consommation HPB;Consommation HCB;Consommation HPH;Consommation HCH;Consommation Pointe;Energie facturée Base;Taux kWh Base c€/kWh;Energie facturée HP;Taux kWh HP c€/kWh;Energie facturée HC;Taux kWh HC c€/kWh;Energie facturée HPB;Taux kWh HPB c€/kWh;Energie facturée HCB;Taux kWh HCB c€/kWh;Energie facturée HPH;Taux kWh HPH c€/kWh;Energie facturée HCH;Taux kWh HCH c€/kWh;Energie facturée Pointe;Taux kWh Pointe c€/kWh;ENEDIS - Total TURPE €;ENEDIS - Total TURPE €CTA €;ENEDIS - Total TURPE €Total HTVA €;ENEDIS - Total TURPE €TVA €;ENEDIS - Total TURPE €Total TTC €
30002220763353;Electricité;EDF;10166116756;01/02/2023;08/01/2023;01/02/2023;Validée;16818;10599,97;;123,86;11261,4;;2252,27;2252,27;13513,67;66,22;123,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10180117601;22/08/2023;08/07/2023;22/08/2023;Validée;2835;875,96;191,24;31,47;839,46;;167,89;167,89;1007,35;28,5;2,83;;28,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10189141865;22/12/2023;08/11/2023;22/12/2023;Validée;27854;17807,87;1646,25;55,03;14772,78;;2954,55;2954,55;17727,33;52,84;27,85;;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10218892990;27/01/2025;08/12/2024;31/12/2024;Validée;4860;980,12;961,46;96,07;2119,03;;423,8;423,8;2542,83;41,63;102,06;;-5,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10191935806;29/01/2024;08/12/2023;31/12/2023;Validée;4947;3039,12;952;4,95;3182,2;;636,44;636,44;3818,64;64,23;4,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10213399888;14/11/2024;14/11/2024;;Validée;;;;;-224,02;;-44,8;-44,8;-268,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10197761258;17/04/2024;17/04/2024;;Validée;;;;;-979,63;;-195,93;-195,93;-1175,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10216593672;27/12/2024;01/01/2024;27/12/2024;Validée;149172;25446,02;7379,63;2939,63;37646,44;;7529,3;7529,3;45175,74;23,27;2601,9;;337,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10173470765;22/05/2023;08/04/2023;22/05/2023;Validée;12935;4011,72;435,35;37,3;3246,38;;649,26;649,26;3895,64;24,81;12,94;;24,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10165230556;18/01/2023;01/01/2023;07/01/2023;Validée;4709;2967,92;361,13;65,97;3555,95;;711,19;711,19;4267,14;74,11;35,93;;30,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10169276795;22/03/2023;08/02/2023;22/03/2023;Validée;24501;15097,62;1297,17;47,23;2710,91;;542,18;542,18;3253,09;10,87;24,5;;22,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10182361185;22/09/2023;08/08/2023;22/09/2023;Validée;3379;1055,36;197,15;31,46;969,39;;193,87;193,87;1163,26;27,76;3,38;;28,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10167213261;22/02/2023;08/01/2023;22/02/2023;Validée;26978;17089,57;1521,87;96,61;19554,51;;3910,91;3910,91;23465,42;72,13;71,44;;25,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10184587032;22/10/2023;08/09/2023;22/10/2023;Validée;8451;2661,9;268,42;35,63;2151,84;;430,36;430,36;2582,2;25,04;8,45;;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10175687061;22/06/2023;08/05/2023;22/06/2023;Validée;4840;1513,75;292,41;30,01;1378,82;;275,76;275,76;1654,58;27,87;4,84;;25,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10171358842;22/04/2023;08/03/2023;22/04/2023;Validée;17081;5993,59;946,14;42,25;5184,59;;1036,92;1036,92;6221,51;30,11;17,08;;25,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10177934327;22/07/2023;08/06/2023;22/07/2023;Validée;289;92,13;172,49;24,650002;275,11;;55,02;55,02;330,13;86,66;0,29;;24,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220763353;Electricité;EDF;10186832857;22/11/2023;08/10/2023;22/11/2023;Validée;20742;11076,75;635,62;48,82;8724,47;;1744,9;1744,9;10469,37;41,83;20,74;;28,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10167413159;25/02/2023;02/01/2023;01/02/2023;Validée;449;230,21;29,67;4,89;278,22;0,48;53,91;54,39;332,61;60,88;3,33;;1,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10172459193;08/05/2023;02/04/2023;01/05/2023;Annulée;283;82,58;11,04;2,01;73,95;0,75;12,05;12,8;86,75;25,42;0,28;;1,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10174689289;08/06/2023;02/05/2023;01/06/2023;Annulée;198;58,11;9,87;1,88;55,84;0,73;8,49;9,22;65,06;27,25;0,2;;1,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10189366483;25/12/2023;02/11/2023;01/12/2023;Validée;2220;1209,22;129,63;4,06;1034,51;0,78;204,04;204,82;1239,33;46,42;2,22;;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10216593672;27/12/2024;01/01/2024;01/12/2024;Validée;4516;677,12;266;100,38;1142,06;9,45;193,96;203,41;1345,47;23,07;78,52;;21,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10218892990;27/01/2025;02/12/2024;31/12/2024;Validée;304;57,13;17,11;6,32;85,94;-0,01;17,23;17,22;103,16;26,19;6,38;;-0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10191944207;29/01/2024;02/12/2023;31/12/2023;Validée;1120;602,96;61;1,12;509,15;;101,83;101,83;610,98;45,36;1,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10197809507;17/04/2024;17/04/2024;;Validée;;;;;-38,16;;-7,63;-7,63;-45,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10213348233;14/11/2024;14/11/2024;;Validée;;;;;-8,73;;-1,75;-1,75;-10,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10187082127;25/11/2023;02/10/2023;01/11/2023;Validée;1165;356,88;24,22;2,94;278,55;0,76;52,92;53,68;332,23;23,66;1,17;;1,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10120832035;06/12/2020;02/10/2020;01/12/2020;Validée;886;92,76;;32,239998;148,68;1,5;24,28;25,78;174,46;13,14;19,94;;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10184811475;25/10/2023;02/09/2023;01/10/2023;Validée;135;39,68;9,97;1,98;43,36;0,78;5,81;6,59;49,95;30,65;0,14;;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10170423968;08/04/2023;02/03/2023;01/04/2023;Validée;438;222,73;28,93;2,12;199,86;0,73;37,29;38,02;237,88;45,15;0,44;;1,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10182595974;25/09/2023;02/08/2023;01/09/2023;Validée;152;44,72;9,89;1,92;46,69;0,76;6,55;7,31;54;29,45;0,15;;1,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10141774212;06/01/2022;06/01/2022;;Validée;-54153;-4917,09;;-1710,1599;-6627,25;;-1325,45;-1325,45;-7952,7;9,08;-1194,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10165774300;26/01/2023;01/01/2023;01/01/2023;Validée;9;4,63;8,6;1,86;19,45;0,77;1,08;1,85;21,3;195,44;0,07;;1,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10169571634;25/03/2023;02/02/2023;01/03/2023;Validée;409;207,76;28,18;2,14;113,63;0,75;19,98;20,73;134,36;27,26;0,41;;1,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10124940256;23/02/2021;02/12/2020;31/12/2020;Validée;623;65,23;;20,08;97,15;0,65;17,08;17,73;114,88;12,37;14,02;;-0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10176699352;06/07/2023;02/05/2023;01/06/2023;Validée;-198;-58,11;-9,87;-1,88;-55,84;-0,73;-8,49;-9,22;-65,06;27,25;-0,2;;-1,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10176699893;06/07/2023;02/04/2023;01/05/2023;Validée;-283;-82,58;-11,04;-2,01;-73,95;-0,75;-12,05;-12,8;-86,75;25,42;-0,28;;-1,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10177731782;19/07/2023;02/04/2023;01/07/2023;Validée;639;186,73;30,56;5,7799997;177,1;2,24;27,26;29,5;206,6;26,81;0,64;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10166101161;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22239073776770;Electricité;EDF;10180355358;25/08/2023;02/07/2023;01/08/2023;Validée;134;39,57;9,83;1,97;43,16;0,78;5,77;6,55;49,71;30,74;0,13;;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10169576595;25/03/2023;03/02/2023;02/03/2023;Validée;34;18,82;9,09;1,6;19,6;0,7;1,36;2,06;21,66;52,94;0,03;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10171578490;25/04/2023;03/03/2023;02/04/2023;Validée;41;22,03;9,1;1,56;31,06;0,68;3,7;4,38;35,44;71,95;0,04;;1,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10213437381;14/11/2024;14/11/2024;;Validée;;;;;-0,59;;-0,12;-0,12;-0,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10216593672;27/12/2024;01/01/2024;02/12/2024;Validée;412;53,39;102,43;27,8;237,17;8,85;15,3;24,15;261,32;50,82;8,03;;19,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10218892990;27/01/2025;03/12/2024;31/12/2024;Validée;30;5,67;1,36;0,52;8,21;-0,03;1,74;1,71;9,92;25,63;0,63;;-0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10197810717;17/04/2024;17/04/2024;;Validée;;;1;;-1,57;;-0,31;-0,31;-1,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10191944810;29/01/2024;03/12/2023;31/12/2023;Validée;31;17,17;;0,03;12,77;;2,56;2,56;15,33;41,1;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10187087526;25/11/2023;03/10/2023;02/11/2023;Validée;38;11,71;7,95;1,65;21,81;0,71;1,75;2,46;24,27;53,05;0,04;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10189371878;25/12/2023;03/11/2023;02/12/2023;Validée;33;18,16;9,54;1,6899999;28,79;0,73;3,09;3,82;32,61;82,12;0,03;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10167417292;25/02/2023;03/01/2023;02/02/2023;Validée;48;28,03;9,29;1,76;40,8;0,44;6,58;7,02;47,82;81,33;0,34;;1,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10178183542;25/07/2023;03/06/2023;02/07/2023;Validée;41;12,19;7,63;1,61;21,72;0,7;1,78;2,48;24,2;49,05;0,04;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10182601444;25/09/2023;03/08/2023;02/09/2023;Validée;43;12,76;7,86;1,65;22,4;0,71;1,88;2,59;24,99;48,26;0,04;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10173726304;25/05/2023;03/04/2023;02/05/2023;Validée;33;9,83;7,55;1,6;20,02;0,7;1,45;2,15;22,17;55,82;0,03;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10124940256;23/02/2021;02/12/2020;31/12/2020;Validée;40;4,19;;1,1899999;17,22;0,64;1,1;1,74;18,96;40,08;0,9;;-0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10184817418;25/10/2023;03/09/2023;02/10/2023;Validée;40;11,94;8,08;1,6999999;22,09;0,73;1,75;2,48;24,57;50,98;0,04;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10120832035;06/12/2020;03/10/2020;01/12/2020;Validée;89;9,32;;5,88;38,88;1,46;2,44;3,9;42,78;37,08;2;;3,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10166107320;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10165778706;26/01/2023;01/01/2023;02/01/2023;Validée;1;0,66;7,79;1,68;14,27;0,73;0,17;0,9;15,17;1259;0,01;;1,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10180360355;25/08/2023;03/07/2023;02/08/2023;Validée;43;12,83;8,1;1,6999999;22,73;0,73;1,88;2,61;25,34;48,91;0,04;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22221562922974;Electricité;EDF;10175943391;25/06/2023;03/05/2023;02/06/2023;Validée;36;10,72;7,36;1,56;20,4;0,68;1,58;2,26;22,66;52,33;0,04;;1,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10173415288;21/05/2023;08/04/2023;21/05/2023;Validée;10127;3150,17;321,38;34,49;2537,59;;507,51;507,51;3045,1;24,72;10,13;;24,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10216593672;27/12/2024;01/01/2024;27/12/2024;Validée;81808;13900,75;4740,83;1717,32;21431,86;;4286,37;4286,37;25718,23;24,1;1379,59;;337,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10189063670;21/12/2023;08/11/2023;21/12/2023;Validée;12744;7887,33;768,61;39,92;6599,64;;1319,93;1319,93;7919,57;51,47;12,74;;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10191934181;29/01/2024;08/12/2023;31/12/2023;Validée;5083;3181,77;580;5,09;2916,33;;583,27;583,27;3499,6;57,27;5,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10218892990;27/01/2025;08/12/2024;31/12/2024;Validée;1718;339,16;343,07;30,090002;740,27;;148,07;148,07;888,34;41,34;36,08;;-5,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10197814424;17/04/2024;17/04/2024;;Validée;;;;;-603;;-120,6;-120,6;-723,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10213431135;14/11/2024;14/11/2024;;Validée;;;;;-137,89;;-27,58;-27,58;-165,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10186767754;21/11/2023;08/10/2023;21/11/2023;Validée;12452;6552,91;387,51;40,54;5189,77;;1037,95;1037,95;6227,72;41,35;12,46;;28,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10182296413;21/09/2023;08/08/2023;21/09/2023;Validée;2330;716,09;186,21;30,41;723,23;;144,64;144,64;867,87;29,74;2,33;;28,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10184501990;21/10/2023;08/09/2023;21/10/2023;Validée;3294;1016,8;189,45;30,470001;933,43;;186,7;186,7;1120,13;27,41;3,29;;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10177870487;21/07/2023;08/06/2023;21/07/2023;Validée;760;235,64;146,59;25,12;348,23;;69,64;69,64;417,87;42,51;0,76;;24,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10180038200;21/08/2023;08/07/2023;21/08/2023;Validée;4524;1400,75;207,13;33,17;1218,07;;243,6;243,6;1461,67;26,19;4,53;;28,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10171328250;21/04/2023;01/01/2023;21/04/2023;Validée;56333;32892,77;2850,83;276,47;27183,57;;5436,73;5436,73;32620,3;47,76;173,36;;103,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220716008;Electricité;EDF;10175620650;21/06/2023;08/05/2023;21/06/2023;Validée;909;275,77;195,13;26,08;425;;84,99;84,99;509,99;43,89;0,91;;25,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10176906746;08/07/2023;08/05/2023;08/07/2023;Validée;-86;-18,5;83,8;14,45;100,48;;20,09;20,09;120,57;-100,04;-0,09;;14,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10172447953;08/05/2023;08/03/2023;08/05/2023;Validée;2142;318,92;170,03;16,67;389,34;;77,85;77,85;467,19;17,4;2,13;;14,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10169484326;24/03/2023;08/02/2023;24/03/2023;Validée;3392;2140,24;227,46;16,54;424,81;;84,96;84,96;509,77;12,04;3,4;;13,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10174721340;08/06/2023;08/04/2023;08/06/2023;Validée;281;84,62;98,14;14,37;185,02;;37,01;37,01;222,03;60,73;0,29;;14,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10216593672;27/12/2024;01/01/2024;27/12/2024;Validée;21478;3763,21;1751,31;572,98;6462,06;;1292,44;1292,44;7754,5;27,42;370,68;;202,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10197761205;17/04/2024;17/04/2024;;Validée;;;;;-133,75;;-26,75;-26,75;-160,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10218892990;27/01/2025;08/12/2024;31/12/2024;Validée;1137;227,25;164,18;20,21;430,61;;86,12;86,12;516,73;36,1;23,88;;-3,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10190351844;08/01/2024;08/11/2023;31/12/2023;Validée;3835;2442,27;269,75;20,04;2080,27;;416,05;416,05;2496,32;53,72;3,84;;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10191935788;29/01/2024;08/12/2023;31/12/2023;Validée;-369;-247,13;141;-0,37;-40,84;;-8,18;-8,18;-49,02;10,97;-0,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10213399857;14/11/2024;14/11/2024;;Validée;;;;;-30,58;;-6,12;-6,12;-36,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10188149810;08/12/2023;08/10/2023;08/12/2023;Validée;3997;2133,18;146,62;20,73;1728,29;;345,66;345,66;2073,95;42,72;3,99;;16,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10179112501;08/08/2023;08/06/2023;08/08/2023;Validée;215;70,37;74,94;14,29;152,32;;30,47;30,47;182,79;64,2;0,21;;14,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10185785294;08/11/2023;08/09/2023;08/11/2023;Validée;1267;703,97;85,86;17,470001;628,82;;125,77;125,77;754,59;48,25;1,27;;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10170466665;08/04/2023;25/03/2023;08/04/2023;Validée;1336;701,79;;1,34;523,8;;104,76;104,76;628,56;39,11;1,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10166116389;01/02/2023;08/01/2023;01/02/2023;Validée;2215;1402,98;;16,31;1503,24;;300,64;300,64;1803,88;67,13;16,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10181273908;08/09/2023;08/07/2023;08/09/2023;Validée;490;154,78;88,28;17,48;226,86;;45,35;45,35;272,21;42,73;0,49;;16,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10183553783;08/10/2023;08/08/2023;08/10/2023;Validée;580;185,7;88,46;17,32;248,33;;49,67;49,67;298;39,83;0,58;;16,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10165230397;18/01/2023;01/01/2023;07/01/2023;Validée;620;392,71;108,76;22,1;557,49;;111,51;111,51;669;86,35;4,73;;17,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220895853;Electricité;EDF;10167340715;24/02/2023;08/01/2023;24/02/2023;Validée;4163;2634,15;262,81;25,75;3053,09;;610,62;610,62;3663,71;72,72;11,21;;14,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10176108689;28/06/2023;08/05/2023;28/06/2023;Validée;6506;2069,93;274,5;30,01;1745,82;;349,16;349,16;2094,98;26,37;6,51;;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10164500775;08/01/2023;08/01/2023;;Validée;;;103,71;22,74;140,92;;28,18;28,18;169,1;;;;22,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10166518623;09/02/2023;01/01/2023;01/02/2023;Validée;16484;10818,46;199,64;127,67;11709,6;;2341,91;2341,91;14051,51;70,26;122,36;;5,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10216593672;27/12/2024;01/01/2024;27/12/2024;Validée;124715;21222,68;6124,06;2471,5798;31396,96;;6279,37;6279,37;37676,33;23,19;2156,92;;314,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10213354433;14/11/2024;14/11/2024;;Validée;;;;;-165,63;;-33,13;-33,13;-198,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10218892990;27/01/2025;08/12/2024;31/12/2024;Validée;1251;247,94;662,13;20,7;951,32;;190,28;190,28;1141,6;74,39;26,27;;-5,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10197746553;17/04/2024;17/04/2024;;Validée;;;;;-724,31;;-144,86;-144,86;-869,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10191934127;29/01/2024;08/12/2023;31/12/2023;Validée;-2184;-1509,31;669;-2,19;-442,66;;-88,53;-88,53;-531,19;20,17;-2,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10187334576;28/11/2023;08/10/2023;28/11/2023;Validée;18540;10263,96;446,17;44,71;7963,76;;1592,74;1592,74;9556,5;42,71;18,54;;26,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10189544786;28/12/2023;08/11/2023;28/12/2023;Validée;25467;16321,65;1208,39;50,8;13241,96;;2648,4;2648,4;15890,36;51,8;25,47;;25,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10169743337;28/03/2023;08/02/2023;28/03/2023;Validée;13024;8156,5;877,58;34,25;-1734,52;;-346,89;-346,89;-2081,41;-13,58;13,02;;21,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10173923146;28/05/2023;08/04/2023;28/05/2023;Validée;6832;2169,71;306,63;29,57;1846,05;;369,2;369,2;2215,25;26,59;6,83;;22,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10167596928;28/02/2023;08/01/2023;28/02/2023;Validée;25419;16442,5;1212,13;84,15;18565,43;;3713,08;3713,08;22278,51;72,71;60,65;;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10184991593;28/10/2023;08/09/2023;28/10/2023;Validée;3125;1023,21;182,56;28,46;932,5;;186,5;186,5;1119;28,93;3,13;;25,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10182781434;28/09/2023;08/08/2023;28/09/2023;Validée;3178;1028,16;183,11;29,35;936,67;;187,33;187,33;1124;28,55;3,18;;26,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002220525203;Electricité;EDF;10171734280;28/04/2023;08/03/2023;28/04/2023;Validée;12064;3833,74;743,95;35,57;3433,73;;686,74;686,74;4120,47;28,17;12,07;;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
